Product Title,Price,Description
Serveur NAS 4 baies QNAP TS-431XEU-2G / Sans Disque Dur / AnnapurnaLabs Alpine AL314,"2 309,000 DT","Processeur AnnapurnaLabs Alpine AL314 ARM Cortex-A15 4 cœurs 1,7 GHz 32 bits - Graphiques Intel UHD - RAM 2 Go SODIMM DDR3 - Mémoire flash 512 Mo - Nombre de disques supportés:4 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3,5"", Disques durs SATA 2.5"", Disques SSD SATA 2,5"" - 2x Ports Gigabit Ethernet (RJ45) - 1x SFP+ 10GbE - 4x Port USB 3.0 - Format Montage en rack 1U à faible profondeur - Indicateurs LED: Disque dur 1-4, état, USB, LAN1-3 - 3x Ventilateur 40mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 400 - Fente de sécurité Kensington - Dimensions: 168 × 170 × 226 mm - Poids: 5.78 kg - Sans disque dur  - Garantie 1 an"
Pc Portable Gamer Lenovo LQ 15IAX9 / i5-12450HX / RTX 2050 4G / 32 Go DDR5 / 512 Go SSD / Gris Avec Souris RVB Lenovo LOQ M100,"2 339,000 DT","Écran 15.6"" Full HD (1920 x 1080) IPS 300 nits antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-12450HX, (jusqu’à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 32 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra HD 720p avec obturateur électronique - Clavier Rétroéclairage blanc - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
PC Portable Lenovo IdeaPad Flex 5 14ABR8 / Ryzen 5 7530U / 8 Go / 512 Go SSD / Windows 11 / Gris,"2 365,000 DT","Écran tactile Multi-touch 10 points 14"" WUXGA (1920 x 1200 px) IPS - Processeur AMD Ryzen 5 7530U, up to 4.5 GHz, 19 Mo de mémoire cache - Mémoire 8 Go LPDDR4x - Disque SSD M.2 512 Go PCIe 4.0 x4 NVMe - Carte Graphique AMD Radeon Graphics - Lecteur de cartes 4 en 1 - 2x Haut-parleurs stéréo frontaux 2W - Caméra FHD 1080p avec obturateur de confidentialité - Clavier Rétroéclairé - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4br - 1x prise combo casque/microphone (3.5 mm) - 2x USB 3.2 - 1x USB-C 3.2 - Couleur Gris arctique - Windows 11 - Garantie 2 ans - Avec Stylo numérique Lenovo"
Pc portable ASUS ExpertBook B1 B1502CVA / i7-1355U / 16 Go / 512 Go SSD / Noir,"2 389,000 DT","Ecran 15.6"" Full HD (1920 x 1080 px), antireflet  - Processeur Intel Core i7-1355U, jusqu'à 5 GHz, 12 Mo de mémoire cache - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB-C 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Lecteur d'empreintes digitales - Clavier chiclet rétroéclairé - Caméra HD 720p Avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Wi-Fi 6 - Bluetooth 5.3 - Couleur Étoile noire - Garantie 1 an"
"Pc Portable HP ProBook 450 / i5-1335U / 16 Go / 256 Go SSD / Argent Avec Sacoche HP 15.6"" Offerte","2 419,000 DT","Écran 15.6"" Full HD (1920 x 1080), IPS, antireflet - Processeur Intel Core i5-1335U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4-3200 - Disque SSD NVMe M.2 256 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6E - Bluetooth 5.3 - Clavier HP Premium – avec pavé numérique, rétroéclairé, étanche - Appareil photo HD 720p - Deux haut-parleurs stéréo - 2x USB-A - 2x USB-C - 1x HDMI 2.1 - 1x prise stéréo combinée casque/microphone - 1x port RJ-45 - FreeDOS - Couleur Argent vif/aluminium - Garantie 2 ans Avec Sacoche HP 15.6"" Offerte"
PC PORTABLE LENOVO THINKPAD  I5-1335U / 8 Go / 512SSD  / AVEC SAC LENOVO OFFERT,"2 449,000 DT","Ecran 14 IPS WUXGA  - Processeur Intel Core i5-1335U , 13è Génération, up to 4.60 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 512GB SSD M.2 2242 PCIe - Webcam FHD 1080p - USB 3.2 Type-C - 2x USB Type-A 3.2 - USB 2.0 - HDMI - Ethernet (RJ-45) - Wifi - Bluetooth - Couleur Gris - Garantie 2 ans AVEC SAC LENOVO OFFERT"
"PC PPORTABLE DELL LATITUDE 14"" / 5430 I5-1235U / 8G 256SSD / Windows 11 Pro","2 469,000 DT","Écran 14"" FULL HD - Processeur : Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs)  - Mémoire : 8 Go - Disque Dur : 256 Go SSD - Carte Graphique : Intel Iris Xᵉ Graphics -  Wi-Fi - Bluetooth -  2x USB 3.2 Gen 1 -  2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™) - HDMI 2.0 - RJ-45  -  Port audio universel - Windows 11 Pro  - Couleur: Gris - Garantie: 1 an"
PC DE BUREAU OPTIPLEX 7010 / I7 13700 / 8 GO / 512 GO SSD,"2 479,000 DT","Processeur : Intel Core i7-13700 (Up to 5.20 GHz Turbo max, 30Mo de Mémoire Cache, 16-Cores) - Mémoire : 8 Go DDR5 - Disque Dur : 512 Go SSD PCIe NVMe - Carte Graphique : Intel UHD Graphics - Wifi - Bluetooth - 4x USB 3.2 Gen 1 - 4x USB 2.0 - 1x HDMI 1.4b - 1x RJ45 - 1x DisplayPort 1.4 - Prise jack audio universelle - Système d'exploitation : FreeDos Couleur : Noir - Garantie : 1 an"
Pc portable HP Victus 15-fa0014nk / i5-12500H / 12 Go / RTX 3050 Ti 4G,"2 499,000 DT","Écran 15.6 "" Full HD - Processeur Intel Core i5-12500H, 12ème Génération, up to 4.5 Ghz, 18 Mo de mémoire cache - Mémoire 12 Go - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.2 - Clavier rétroéclairé - SuperSpeed USB Type-C - SuperSpeed USB Type-A - HDMI 2.1 - RJ45 - Lecteur de cartes - Caméra HP Wide Vision HD 720p - Windows 11 - Garantie 1 an"
PC PORTABLE LENOVO THINKPAD  I5-1335U / 16 Go / 512SSD  / AVEC SAC LENOVO OFFERT,"2 509,000 DT","Ecran 14 IPS WUXGA  - Processeur Intel Core i5-1335U , 13è Génération, up to 4.60 Ghz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512GB SSD M.2 2242 PCIe - Webcam FHD 1080p - USB 3.2 Type-C - 2x USB Type-A 3.2 - USB 2.0 - HDMI - Ethernet (RJ-45) - Wifi - Bluetooth - Couleur Gris - Garantie 2 ans AVEC SAC LENOVO OFFERT"
Mini Pc de bureau Apple Mac Mini M1 MGNR3FN/A / 8 Go / 256 Go SSD,"2 509,000 DT","Processeur Puce Apple M1, CPU 8 coeurs, GPU 8 coeurs, Neural Engine 16 coeurs - Mémoire 8Go - Disque dur 256Go SSD - Wi-Fi - Bluetooth - Ethernet -  1x Casque (Jack 3.5mm Femelle) - Gigabit Ethernet - RJ45 Femelle - 2x USB Type A Femelle - 2x Thunderbolt 4/USB-C - 1x HDMI 2.0 Femelle - macOS Big Sur - Garantie 1 an"
"PC PPORTABLE DELL LATITUDE 14"" / 5430 I5-1235U / 24G 256SSD / Windows 11 Pro","2 569,000 DT","Écran 14"" FULL HD - Processeur : Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs)  - Mémoire : 24 Go - Disque Dur : 256 Go SSD - Carte Graphique : Intel Iris Xᵉ Graphics -  Wi-Fi - Bluetooth -  2x USB 3.2 Gen 1 -  2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™) - HDMI 2.0 - RJ-45  -  Port audio universel - Windows 11 Pro  - Couleur: Gris - Garantie: 1 an"
PC Portable HP ProBook 450 G10 / i5-1335U / 12 Go / 512 Go SSD,"2 599,000 DT","Écran Tactile 15.6"" Full HD (1 920 x 1 080), IPS, antireflet - Processeur Intel Core i5-1335U 13e génération (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intégré Intel UHD - Wi-Fi 6E - Bluetooth 5.3 - Caméra HD 720p - 2x haut-parleurs stéréo - 2x USB - 1x HDMI 2.1 - 1x prise stéréo combinée casque/microphone - 1x RJ-45 - 2x USB-C - Capteur d’empreintes digitales - Couleur Argent vif - Garantie 2 ans"
Serveur NAS QNAP TS-464-8G / INTEL CELERON N5095 / Noir,"2 619,000 DT","Serveur NAS QNAP TS-464-8G - Processeur Intel Celeron N5095 à 4 cœurs/4 threads, rafale jusqu'à 2,9 GHz - Processeurs Graphiques Intel UHD - Moteur de chiffrement (AES-NI) - Transcodage accéléré par le matériel - Mémoire 8 Go - Mémoire flash 4 Go - 4x Baies de lecteur 3.5"" SATA 6 Gb/s - Compatibilité: Disques durs SATA de 3.5"", Disques SSD SATA de 2.5"" - Remplaçables à chaud - 2x Emplacement M.2 - 2x Ports Ethernet 2.5 Gigabits - Réveil sur LAN - Cadre géant - Emplacement PCIe - 2x USB 2.0 - 2x USB 3.2 (10 Gbit/s) - Capteur IR - 1x HDMI 2.1 - Facteur de forme Tour - Indicateurs LED - 1x Ventilateur 120 mm, 12 V CC - Avertisseur sonore - Fente de sécurité Kensington - Max Nombre de connexions simultanées (CIFS) avec Max. Mémoire: 1500 - Dimensions: 168 × 170 × 226 mm - Poids: 2.26 kg - Couleur Noir - Garantie 1 an"
PC Portable Lenovo Yoga mince 6 14IAP8 / i5-1240P / 8 Go / 512 Go SSD / Gris / Windows 11,"2 625,000 DT","Écran 14"" WUXGA (1 920 x 1 200) OLED, 60 Hz, DisplayHDR - Processeur Intel Core i5-1240P 12e génération, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe intégrée - 2x Haut-parleurs stéréo 2 W - Caméra FHD 1080p + IR avec obturateur de confidentialité, capteur ToF - Clavier Rétroéclairé - Wi-Fi 6E - Bluetooth 5.1 - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 1x USB 3.2 - 2x Thunderbolt 4 / USB4 - Windows 11 - Couleur Gris tempête - Garantie 2 ans"
PC DE BUREAU DELL OPTIPLEX PLUS 7010 SFF I7-13700 8G 512SSD,"2 659,000 DT","Processeur : Intel Core i7-13700 (Up to 5.20 GHz Turbo max, 30Mo de Mémoire Cache, 16-Cores) - Mémoire : 8 Go DDR5 - Disque Dur : 512 Go SSD PCIe NVMe - Carte Graphique : Intel UHD Graphics - Wifi - Bluetooth - 4x USB 3.2 Gen 1 - 4x USB 2.0 - 1x HDMI 1.4b - 1x RJ45 - 1x DisplayPort 1.4 - Prise jack audio universelle - Système d'exploitation : FreeDos Couleur : Noir - Garantie : 3ans"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i5-13500H / 8 Go / Windows 11 / Silver,"2 669,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i5-13500H 13e génération, (jusqu'à 4.7 GHz, 18 Mo de mémoire cache) - Mémoire 8 Go - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 1 an"
Pc Portable Dell Latitude 5530 / i5-1235U / 8 Go / 512 Go SSD,"2 699,000 DT","Ecran 15.6"" Full HD - Processeur Intel Core i5-1235U, up to 4.4 GHz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte Graphique Intel Iris Xe Graphics - 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wi-Fi 6E - Bluetooth 5.2 - Garantie 1 an"
Serveur NAS 4 baies QNAP TS-431XEU-8G / Sans Disque Dur / AnnapurnaLabs Alpine AL314,"2 759,000 DT","Processeur AnnapurnaLabs Alpine AL314 ARM Cortex-A15 4 cœurs 1,7 GHz 32 bits - Graphiques Intel UHD - RAM 8 Go SODIMM DDR3 - Mémoire flash 512 Mo - Nombre de disques supportés:4 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3,5"", Disques durs SATA 2.5"", Disques SSD SATA 2,5"" - 2x Ports Gigabit Ethernet (RJ45) - 1x SFP+ 10GbE - 4x Port USB 3.2 - Format Montage en rack 1U à faible profondeur - Indicateurs LED: Disque dur 1-4, état, USB, LAN1-3 - 3x Ventilateur 40mm, 12VCC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 400 - Fente de sécurité Kensington - Dimensions: 43.3 × 430 × 291 mm - Poids net: 5kg - Sans disque dur - Garantie 1 an"
PC Portable HP x360 14-EK1006NK Tactile / i7-1355U / 16 Go,"2 799,000 DT","Ecran 13.5"" Full HD 1920 x 1280p IPS Tactile - Processeu Intel Core i7-1355U, Up to 5 GHz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Intel Iris Xe - Wifi 6 - Bluetooth 5.3 - - 2x USB Type-A - 1x HDMI - 1x USB Type - 1x DisplayPort 1,4 - Lecteur de cartes - Webcam HD 720p - Couleur Silver - Windows 11 - - Garantie 1 an"
Pc Portable Gaming Lenovo LOQ 15IRX9 / i5-13450HX / RTX 3050 6G / 16 Go DDR5 / 512 Go SSD / Windows 11 / Gris + Souris RGB Lenovo LOQ M100,"2 899,000 DT","Écran 15.6"" Full HD (1920 x 1080), IPS, antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-13450HX, (jusqu’à 4.6 GHz, 20 Mo de mémoire cache) - Mémoire 16 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 6 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo, 2W, optimisés avec Nahimic Audio - Caméra FHD 1080p avec obturateur électronique - Clavier Rétroéclairé blanc, français - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
Mini Pc de bureau Apple Mac Mini M1 MGNT3FN/A / 8 Go / 512 Go SSD,"2 899,000 DT","Processeur Puce Apple M1, CPU 8 coeurs, GPU 8 coeurs, Neural Engine 16 coeurs - Mémoire 8 Go - Disque dur 512 Go SSD - Wi-Fi - Bluetooth 5.0 - Ethernet -  1x Casque (Jack 3.5mm Femelle) - Gigabit Ethernet - RJ45 Femelle - 2x USB Type A Femelle - 2x Thunderbolt 4/USB-C - 1x HDMI 2.0 Femelle - macOS Big Sur - Garantie 1 an"
PC PORTABLE THINKPAD E16 I7-13700H / 16G 512SSD + AVEC SACOCHE OFFERT,"2 939,000 DT","Ecran 16 "" FHD +  - WUXGA , IPS - Processeur : Intel Core i7-13700H (Up to 5,00 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Mémoire : 16 Go DDR4-3200 - Disque dur : 512 Go SSD - Carte graphique : Intel Iris Xᵉ Graphics avec Wifi - Bluetooth - USB 2.0 - USB 3.2 Gen 1 - USB-C 3.2 Gen 2 - Thunderbolt 4 / USB4 - HDMI 2.1 - RJ-45 - 1x prise combo casque/microphone (3,5 mm) - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - FreeDos - Couleur : Noir - Garantie : 2 ans"
Pc Portable Dell Latitude 5420 / i5 11è Gén / 8 Go / 512 Go SSD,"2 999,000 DT","Ecran 14"" FHD - Processeur Intel Core i5-1145G7, up to 4.4 GHz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Intel Iris Xe - 2x USB 3.2 type C - 2x USB 3.2 type A - 1x port RJ45 - 1x HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6 - Bluetooth 5.1 - Garantie 3 ans"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4050 6G / 16 Go / 512 Go SSD / Windows 11,"3 019,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H(up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4050  (6 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
Pc Portable Gaming Lenovo LOQ 15IRX9 / i5-13450HX / RTX 3050 6G / 24 Go DDR5 / 512 Go SSD / Windows 11 / Gris + Souris RGB Lenovo LOQ M100,"3 039,000 DT","Écran 15.6"" Full HD (1920 x 1080), IPS, antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-13450HX, (jusqu’à 4.6 GHz, 20 Mo de mémoire cache) - Mémoire 24 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 6 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo, 2W, optimisés avec Nahimic Audio - Caméra FHD 1080p avec obturateur électronique - Clavier Rétroéclairé blanc, français - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i7-13700H / 8 Go / Windows 11 / Silver,"3 059,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i7-13700H 13e génération, (jusqu'à 5.0 GHz, 24 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 2 ans"
Pc Portable Gaming Lenovo LOQ 15IRX9 / i5-13450HX / RTX 3050 6G / 32 Go DDR5 / 512 Go SSD / Windows 11 / Gris + Souris RGB Lenovo LOQ M100,"3 079,000 DT","Écran 15.6"" Full HD (1920 x 1080), IPS, antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-13450HX, (jusqu’à 4.6 GHz, 20 Mo de mémoire cache) - Mémoire 32 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 6 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo, 2W, optimisés avec Nahimic Audio - Caméra FHD 1080p avec obturateur électronique - Clavier Rétroéclairé blanc, français - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4050 6G / 24 Go / 512 Go SSD / Windows 11,"3 089,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H(up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 24 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4050  (6 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i7-13700H / 12 Go / Windows 11 / Silver,"3 095,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i7-13700H 13e génération, (jusqu'à 5.0 GHz, 24 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 2 ans"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i7-13700H / 16 Go / Windows 11 / Silver,"3 129,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i7-13700H 13e génération, (jusqu'à 5.0 GHz, 24 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 2 ans"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4050 6G / 32 Go / 512 Go SSD / Windows 11,"3 169,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H(up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 32 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4050  (6 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i7-13700H / 24 Go / Windows 11 / Silver,"3 175,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i7-13700H 13e génération, (jusqu'à 5.0 GHz, 24 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 2 ans"
Pc Portable Lenovo ThinkPad E16 Gen 1 / i7-1355U / MX550 2G / 16 Go / 512 Go SSD / Noir + Sacoche T210 Offerte,"3 199,000 DT","Écran 16"" WUXGA (1920 x 1200) IPS antireflet - Processeur Intel Core i7-1355U, (jusqu’à 5.0 GHz, 12 Mo de mémoire cache) - Mémoire  16 Go DDR4-3200  - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce MX550, 2 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur de confidentialité - Clavier Rétroéclairé, français - Wi-Fi 6 - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x Thunderbolt 4 / USB4 - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - FreedDos - Couleur Noir - Garantie 2 ans + Sacoche T210 Offerte"
Pc Portable ASUS Vivobook S 14 Flip TP3402VA / i9-13900H / 8 Go / Windows 11 / Silver,"3 239,000 DT","‎Écran Tactile 14"" WUXGA (1920 x 1200), IPS, rétroéclairage LED - Taux de rafraîchissement: 90 Hz - Processeur Intel Core i9-13900H 13e génération, (jusqu'à 5.4 GHz, 24 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Clavier Chiclet rétroéclairé - Caméra FHD 1080p avec obturateur de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 2.0 - 1x USB 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x Prise audio combo 3.5 mm- Windows 11 - Couleur Silver - Garantie 2 ans"
Pc Portable Lenovo ThinkPad E16 Gen 1 / i7-1355U / MX550 2G / 16 Go / 512 Go SSD / Windows 11 Pro / Noir + Sacoche T210 Offerte,"3 259,000 DT","Écran 16"" WUXGA (1920 x 1200) IPS antireflet - Processeur Intel Core i7-1355U, (jusqu’à 5.0 GHz, 12 Mo de mémoire cache) - Mémoire  16 Go DDR4-3200  - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce MX550, 2 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur de confidentialité - Clavier Rétroéclairé, français - Wi-Fi 6 - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x Thunderbolt 4 / USB4 - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Noir - Garantie 2 ans + Sacoche T210 Offerte"
